p,p_mod40,S_p,sgn
79451,11,1,1
79531,11,1,1
79559,39,-1,-1
79631,31,1,1
79691,11,1,1
79939,19,-1,-1
79979,19,-1,-1
79999,39,-1,-1
80039,39,-1,-1
80051,11,1,1
80071,31,1,1
80111,31,1,1
80191,31,1,1
80239,39,-1,-1
80279,39,-1,-1
80471,31,1,1
80491,11,1,1
80671,31,1,1
80779,19,-1,-1
80819,19,-1,-1
80831,31,1,1
80911,31,1,1
81031,31,1,1
81071,31,1,1
81119,39,-1,-1
81199,39,-1,-1
81239,39,-1,-1
81299,19,-1,-1
81331,11,1,1
81359,39,-1,-1
81371,11,1,1
81551,31,1,1
81559,39,-1,-1
81611,11,1,1
81619,19,-1,-1
81671,31,1,1
81799,39,-1,-1
81839,39,-1,-1
81899,19,-1,-1
81919,39,-1,-1
81971,11,1,1
82031,31,1,1
82051,11,1,1
82139,19,-1,-1
82171,11,1,1
82219,19,-1,-1
82339,19,-1,-1
82531,11,1,1
82559,39,-1,-1
82619,19,-1,-1
82699,19,-1,-1
82799,39,-1,-1
82811,11,1,1
82891,11,1,1
82939,19,-1,-1
83059,19,-1,-1
83071,31,1,1
83219,19,-1,-1
83231,31,1,1
83299,19,-1,-1
83311,31,1,1
83339,19,-1,-1
83399,39,-1,-1
83431,31,1,1
83459,19,-1,-1
83471,31,1,1
83579,19,-1,-1
83591,31,1,1
83639,39,-1,-1
83719,39,-1,-1
83791,31,1,1
83891,11,1,1
83911,31,1,1
83939,19,-1,-1
84011,11,1,1
84059,19,-1,-1
84131,11,1,1
84179,19,-1,-1
84191,31,1,1
84211,11,1,1
84239,39,-1,-1
84299,19,-1,-1
84431,31,1,1
84551,31,1,1
84559,39,-1,-1
84659,19,-1,-1
84719,39,-1,-1
84731,11,1,1
84751,31,1,1
84991,31,1,1
85091,11,1,1
85199,39,-1,-1
85259,19,-1,-1
85331,11,1,1
85411,11,1,1
85439,39,-1,-1
85451,11,1,1
85571,11,1,1
85619,19,-1,-1
85639,39,-1,-1
85691,11,1,1
85931,11,1,1
85991,31,1,1
85999,39,-1,-1
86111,31,1,1
86131,11,1,1
86171,11,1,1
86179,19,-1,-1
86239,39,-1,-1
86291,11,1,1
86351,31,1,1
86399,39,-1,-1
86531,11,1,1
86579,19,-1,-1
86719,39,-1,-1
86771,11,1,1
86851,11,1,1
86939,19,-1,-1
86951,31,1,1
86959,39,-1,-1
87071,31,1,1
87119,39,-1,-1
87179,19,-1,-1
87211,11,1,1
87299,19,-1,-1
87359,39,-1,-1
87491,11,1,1
87539,19,-1,-1
87559,39,-1,-1
87631,31,1,1
87671,31,1,1
87679,39,-1,-1
87691,11,1,1
87719,39,-1,-1
87811,11,1,1
87959,39,-1,-1
88019,19,-1,-1
88079,39,-1,-1
88211,11,1,1
88259,19,-1,-1
88339,19,-1,-1
88379,19,-1,-1
88499,19,-1,-1
88591,31,1,1
88651,11,1,1
88799,39,-1,-1
88811,11,1,1
88819,19,-1,-1
88919,39,-1,-1
88951,31,1,1
89051,11,1,1
89231,31,1,1
89399,39,-1,-1
89431,31,1,1
89459,19,-1,-1
89519,39,-1,-1
89591,31,1,1
89599,39,-1,-1
89611,11,1,1
89671,31,1,1
89759,39,-1,-1
89779,19,-1,-1
89819,19,-1,-1
89891,11,1,1
89899,19,-1,-1
89939,19,-1,-1
89959,39,-1,-1
90011,11,1,1
90031,31,1,1
90059,19,-1,-1
90071,31,1,1
90191,31,1,1
90199,39,-1,-1
90239,39,-1,-1
90271,31,1,1
90359,39,-1,-1
90371,11,1,1
90379,19,-1,-1
90439,39,-1,-1
90499,19,-1,-1
90599,39,-1,-1
90619,19,-1,-1
90631,31,1,1
90659,19,-1,-1
90731,11,1,1
90911,31,1,1
90931,11,1,1
90971,11,1,1
91019,19,-1,-1
91079,39,-1,-1
91139,19,-1,-1
91151,31,1,1
91159,39,-1,-1
91199,39,-1,-1
91291,11,1,1
91499,19,-1,-1
91571,11,1,1
91631,31,1,1
91639,39,-1,-1
91711,31,1,1
91811,11,1,1
91939,19,-1,-1
91951,31,1,1
92051,11,1,1
92111,31,1,1
92219,19,-1,-1
92251,11,1,1
92311,31,1,1
92399,39,-1,-1
92459,19,-1,-1
92479,39,-1,-1
92639,39,-1,-1
92671,31,1,1
92699,19,-1,-1
92779,19,-1,-1
92791,31,1,1
92831,31,1,1
92899,19,-1,-1
92951,31,1,1
92959,39,-1,-1
93059,19,-1,-1
93131,11,1,1
93139,19,-1,-1
93151,31,1,1
93179,19,-1,-1
93199,39,-1,-1
93239,39,-1,-1
93251,11,1,1
93371,11,1,1
93419,19,-1,-1
93479,39,-1,-1
93491,11,1,1
93559,39,-1,-1
93719,39,-1,-1
93739,19,-1,-1
93851,11,1,1
93911,31,1,1
94079,39,-1,-1
94099,19,-1,-1
94151,31,1,1
94219,19,-1,-1
94291,11,1,1
94331,11,1,1
94379,19,-1,-1
94399,39,-1,-1
94439,39,-1,-1
94559,39,-1,-1
94651,11,1,1
94771,11,1,1
94811,11,1,1
94819,19,-1,-1
94951,31,1,1
95071,31,1,1
95111,31,1,1
95219,19,-1,-1
95231,31,1,1
95239,39,-1,-1
95279,39,-1,-1
95311,31,1,1
95339,19,-1,-1
95471,31,1,1
95479,39,-1,-1
95531,11,1,1
95539,19,-1,-1
95731,11,1,1
95819,19,-1,-1
95891,11,1,1
95959,39,-1,-1
96059,19,-1,-1
96179,19,-1,-1
96331,11,1,1
96419,19,-1,-1
96451,11,1,1
96479,39,-1,-1
96671,31,1,1
96731,11,1,1
96739,19,-1,-1
96779,19,-1,-1
96911,31,1,1
96931,11,1,1
96959,39,-1,-1
97039,39,-1,-1
97159,39,-1,-1
97259,19,-1,-1
97459,19,-1,-1
97571,11,1,1
97651,11,1,1
97711,31,1,1
97771,11,1,1
97859,19,-1,-1
97871,31,1,1
97879,39,-1,-1
97919,39,-1,-1
98011,11,1,1
98179,19,-1,-1
98411,11,1,1
98459,19,-1,-1
98491,11,1,1
98519,39,-1,-1
98639,39,-1,-1
98711,31,1,1
98779,19,-1,-1
98939,19,-1,-1
98999,39,-1,-1
99119,39,-1,-1
99139,19,-1,-1
99191,31,1,1
99251,11,1,1
99391,31,1,1
99431,31,1,1
99551,31,1,1
99559,39,-1,-1
99679,39,-1,-1
99719,39,-1,-1
99839,39,-1,-1
99871,31,1,1
100019,19,-1,-1
100151,31,1,1
100271,31,1,1
100279,39,-1,-1
100291,11,1,1
100379,19,-1,-1
100391,31,1,1
100411,11,1,1
100459,19,-1,-1
100511,31,1,1
100559,39,-1,-1
100591,31,1,1
100699,19,-1,-1
100799,39,-1,-1
100811,11,1,1
100931,11,1,1
101051,11,1,1
101111,31,1,1
101159,39,-1,-1
101279,39,-1,-1
101359,39,-1,-1
101399,39,-1,-1
101411,11,1,1
101419,19,-1,-1
101611,11,1,1
101719,39,-1,-1
101771,11,1,1
101879,39,-1,-1
101939,19,-1,-1
101999,39,-1,-1
102019,19,-1,-1
102031,31,1,1
102071,31,1,1
102079,39,-1,-1
102191,31,1,1
102251,11,1,1
102299,19,-1,-1
102359,39,-1,-1
102451,11,1,1
102499,19,-1,-1
102539,19,-1,-1
102551,31,1,1
102611,11,1,1
102679,39,-1,-1
102811,11,1,1
102859,19,-1,-1
103079,39,-1,-1
103171,11,1,1
103291,11,1,1
103319,39,-1,-1
103391,31,1,1
103399,39,-1,-1
103591,31,1,1
103619,19,-1,-1
103651,11,1,1
103699,19,-1,-1
103811,11,1,1
103919,39,-1,-1
103979,19,-1,-1
104059,19,-1,-1
104119,39,-1,-1
104179,19,-1,-1
104239,39,-1,-1
104311,31,1,1
104399,39,-1,-1
104459,19,-1,-1
104491,11,1,1
104579,19,-1,-1
104639,39,-1,-1
104651,11,1,1
104659,19,-1,-1
104711,31,1,1
104759,39,-1,-1
104779,19,-1,-1
104831,31,1,1
104879,39,-1,-1
104891,11,1,1
104911,31,1,1
104971,11,1,1
104999,39,-1,-1
105019,19,-1,-1
105031,31,1,1
105071,31,1,1
105199,39,-1,-1
105239,39,-1,-1
105251,11,1,1
105319,39,-1,-1
105491,11,1,1
105499,19,-1,-1
105619,19,-1,-1
105751,31,1,1
105871,31,1,1
105899,19,-1,-1
105971,11,1,1
106019,19,-1,-1
106219,19,-1,-1
106319,39,-1,-1
106391,31,1,1
106451,11,1,1
106531,11,1,1
106591,31,1,1
106619,19,-1,-1
106699,19,-1,-1
106739,19,-1,-1
106751,31,1,1
106859,19,-1,-1
106871,31,1,1
106979,19,-1,-1
107071,31,1,1
107099,19,-1,-1
107119,39,-1,-1
107171,11,1,1
107279,39,-1,-1
107339,19,-1,-1
107351,31,1,1
107599,39,-1,-1
107671,31,1,1
107699,19,-1,-1
107791,31,1,1
107839,39,-1,-1
107951,31,1,1
107971,11,1,1
107999,39,-1,-1
108011,11,1,1
108131,11,1,1
108139,19,-1,-1
108191,31,1,1
108211,11,1,1
108359,39,-1,-1
108379,19,-1,-1
108439,39,-1,-1
108499,19,-1,-1
108571,11,1,1
108631,31,1,1
108739,19,-1,-1
108791,31,1,1
108959,39,-1,-1
108971,11,1,1
108991,31,1,1
109111,31,1,1
109139,19,-1,-1
109159,39,-1,-1
109199,39,-1,-1
109211,11,1,1
109279,39,-1,-1
109331,11,1,1
109379,19,-1,-1
109391,31,1,1
109451,11,1,1
109471,31,1,1
109519,39,-1,-1
109579,19,-1,-1
109619,19,-1,-1
109639,39,-1,-1
109819,19,-1,-1
109859,19,-1,-1
109891,11,1,1
109919,39,-1,-1
110119,39,-1,-1
110251,11,1,1
110291,11,1,1
110311,31,1,1
110339,19,-1,-1
110419,19,-1,-1
110459,19,-1,-1
110479,39,-1,-1
110651,11,1,1
110711,31,1,1
110731,11,1,1
110771,11,1,1
110819,19,-1,-1
110879,39,-1,-1
110899,19,-1,-1
110939,19,-1,-1
110951,31,1,1
111191,31,1,1
111211,11,1,1
111491,11,1,1
111539,19,-1,-1
111599,39,-1,-1
111611,11,1,1
111659,19,-1,-1
111731,11,1,1
111751,31,1,1
111779,19,-1,-1
111799,39,-1,-1
111919,39,-1,-1
111959,39,-1,-1
112019,19,-1,-1
112111,31,1,1
112139,19,-1,-1
112199,39,-1,-1
112279,39,-1,-1
112331,11,1,1
112459,19,-1,-1
112559,39,-1,-1
112571,11,1,1
112691,11,1,1
112759,39,-1,-1
112799,39,-1,-1
112859,19,-1,-1
112919,39,-1,-1
112939,19,-1,-1
112951,31,1,1
112979,19,-1,-1
113011,11,1,1
113039,39,-1,-1
113131,11,1,1
113159,39,-1,-1
113171,11,1,1
113371,11,1,1
113719,39,-1,-1
113759,39,-1,-1
113779,19,-1,-1
113819,19,-1,-1
113891,11,1,1
113899,19,-1,-1
114031,31,1,1
114259,19,-1,-1
114299,19,-1,-1
114311,31,1,1
114371,11,1,1
114419,19,-1,-1
114451,11,1,1
114479,39,-1,-1
114571,11,1,1
114659,19,-1,-1
114671,31,1,1
114859,19,-1,-1
115019,19,-1,-1
115079,39,-1,-1
115099,19,-1,-1
115151,31,1,1
115211,11,1,1
115259,19,-1,-1
115279,39,-1,-1
115331,11,1,1
115399,39,-1,-1
115499,19,-1,-1
115631,31,1,1
115679,39,-1,-1
115751,31,1,1
115811,11,1,1
115831,31,1,1
115859,19,-1,-1
115891,11,1,1
115931,11,1,1
115979,19,-1,-1
116099,19,-1,-1
116159,39,-1,-1
116279,39,-1,-1
116351,31,1,1
116411,11,1,1
116471,31,1,1
116491,11,1,1
116531,11,1,1
116539,19,-1,-1
116639,39,-1,-1
116719,39,-1,-1
116731,11,1,1
116791,31,1,1
116819,19,-1,-1
116959,39,-1,-1
117071,31,1,1
117119,39,-1,-1
117191,31,1,1
117239,39,-1,-1
117251,11,1,1
117259,19,-1,-1
117319,39,-1,-1
117331,11,1,1
117511,31,1,1
117539,19,-1,-1
117571,11,1,1
117659,19,-1,-1
117779,19,-1,-1
117811,11,1,1
117839,39,-1,-1
117851,11,1,1
117899,19,-1,-1
117911,31,1,1
117959,39,-1,-1
117979,19,-1,-1
118051,11,1,1
118219,19,-1,-1
118259,19,-1,-1
118399,39,-1,-1
118619,19,-1,-1
118691,11,1,1
118739,19,-1,-1
118751,31,1,1
118799,39,-1,-1
118819,19,-1,-1
118831,31,1,1
118891,11,1,1
118931,11,1,1
119039,39,-1,-1
119099,19,-1,-1
119131,11,1,1
119159,39,-1,-1
119291,11,1,1
119299,19,-1,-1
119359,39,-1,-1
119419,19,-1,-1
119591,31,1,1
119699,19,-1,-1
119759,39,-1,-1
119771,11,1,1
119839,39,-1,-1
119891,11,1,1
119971,11,1,1
120079,39,-1,-1
120091,11,1,1
120199,39,-1,-1
120299,19,-1,-1
120331,11,1,1
120391,31,1,1
120431,31,1,1
120511,31,1,1
120539,19,-1,-1
120551,31,1,1
120619,19,-1,-1
120671,31,1,1
120691,11,1,1
120739,19,-1,-1
120851,11,1,1
120871,31,1,1
120899,19,-1,-1
120919,39,-1,-1
121019,19,-1,-1
121139,19,-1,-1
121151,31,1,1
121171,11,1,1
121259,19,-1,-1
121271,31,1,1
121291,11,1,1
121379,19,-1,-1
121439,39,-1,-1
121531,11,1,1
121559,39,-1,-1
121631,31,1,1
121931,11,1,1
121951,31,1,1
122039,39,-1,-1
122051,11,1,1
122099,19,-1,-1
122219,19,-1,-1
122231,31,1,1
122251,11,1,1
122279,39,-1,-1
122399,39,-1,-1
122579,19,-1,-1
122599,39,-1,-1
122651,11,1,1
122819,19,-1,-1
122839,39,-1,-1
122891,11,1,1
122939,19,-1,-1
122971,11,1,1
123031,31,1,1
123059,19,-1,-1
123191,31,1,1
123239,39,-1,-1
123259,19,-1,-1
123311,31,1,1
123419,19,-1,-1
123439,39,-1,-1
123479,39,-1,-1
123491,11,1,1
123499,19,-1,-1
123631,31,1,1
123719,39,-1,-1
123731,11,1,1
123911,31,1,1
123931,11,1,1
123979,19,-1,-1
124139,19,-1,-1
124171,11,1,1
124199,39,-1,-1
124231,31,1,1
124291,11,1,1
124339,19,-1,-1
124459,19,-1,-1
124471,31,1,1
124679,39,-1,-1
124699,19,-1,-1
124739,19,-1,-1
124759,39,-1,-1
124799,39,-1,-1
124819,19,-1,-1
124919,39,-1,-1
124991,31,1,1
125131,11,1,1
125219,19,-1,-1
125299,19,-1,-1
125339,19,-1,-1
125371,11,1,1
125399,39,-1,-1
125471,31,1,1
125539,19,-1,-1
125551,31,1,1
125639,39,-1,-1
125651,11,1,1
125659,19,-1,-1
125731,11,1,1
125791,31,1,1
125899,19,-1,-1
125959,39,-1,-1
126011,11,1,1
126031,31,1,1
126131,11,1,1
126151,31,1,1
126199,39,-1,-1
126211,11,1,1
126311,31,1,1
126359,39,-1,-1
126551,31,1,1
126611,11,1,1
126691,11,1,1
126719,39,-1,-1
126739,19,-1,-1
126839,39,-1,-1
126851,11,1,1
126859,19,-1,-1
127031,31,1,1
127051,11,1,1
127079,39,-1,-1
127139,19,-1,-1
127219,19,-1,-1
127271,31,1,1
127291,11,1,1
127331,11,1,1
127399,39,-1,-1
127579,19,-1,-1
127591,31,1,1
127679,39,-1,-1
127691,11,1,1
127739,19,-1,-1
127859,19,-1,-1
127979,19,-1,-1
128099,19,-1,-1
128111,31,1,1
128119,39,-1,-1
128159,39,-1,-1
128239,39,-1,-1
128291,11,1,1
128311,31,1,1
128339,19,-1,-1
128351,31,1,1
128399,39,-1,-1
128411,11,1,1
128431,31,1,1
128519,39,-1,-1
128551,31,1,1
128591,31,1,1
128599,39,-1,-1
128659,19,-1,-1
128819,19,-1,-1
128831,31,1,1
128879,39,-1,-1
128939,19,-1,-1
128959,39,-1,-1
129011,11,1,1
129119,39,-1,-1
129419,19,-1,-1
129439,39,-1,-1
129499,19,-1,-1
129539,19,-1,-1
129631,31,1,1
129671,31,1,1
129719,39,-1,-1
129959,39,-1,-1
129971,11,1,1
130051,11,1,1
130079,39,-1,-1
130199,39,-1,-1
130211,11,1,1
130259,19,-1,-1
130279,39,-1,-1
130379,19,-1,-1
130439,39,-1,-1
130619,19,-1,-1
130639,39,-1,-1
130699,19,-1,-1
130811,11,1,1
130859,19,-1,-1
131059,19,-1,-1
131071,31,1,1
131111,31,1,1
131171,11,1,1
131231,31,1,1
131251,11,1,1
131311,31,1,1
131371,11,1,1
131479,39,-1,-1
131519,39,-1,-1
131591,31,1,1
131611,11,1,1
131639,39,-1,-1
131711,31,1,1
131731,11,1,1
131759,39,-1,-1
131771,11,1,1
131779,19,-1,-1
131891,11,1,1
131939,19,-1,-1
131959,39,-1,-1
132019,19,-1,-1
132059,19,-1,-1
132071,31,1,1
132151,31,1,1
132199,39,-1,-1
132299,19,-1,-1
132331,11,1,1
132371,11,1,1
132491,11,1,1
132499,19,-1,-1
132511,31,1,1
132611,11,1,1
132619,19,-1,-1
132679,39,-1,-1
132739,19,-1,-1
132751,31,1,1
132859,19,-1,-1
132911,31,1,1
132971,11,1,1
133051,11,1,1
133271,31,1,1
133279,39,-1,-1
133319,39,-1,-1
133379,19,-1,-1
133391,31,1,1
133439,39,-1,-1
133451,11,1,1
133499,19,-1,-1
133559,39,-1,-1
133571,11,1,1
133691,11,1,1
133811,11,1,1
133919,39,-1,-1
133979,19,-1,-1
134039,39,-1,-1
134171,11,1,1
134191,31,1,1
134291,11,1,1
134339,19,-1,-1
134399,39,-1,-1
134591,31,1,1
134639,39,-1,-1
134699,19,-1,-1
134999,39,-1,-1
135019,19,-1,-1
135119,39,-1,-1
135131,11,1,1
135151,31,1,1
135271,31,1,1
135319,39,-1,-1
135391,31,1,1
135431,31,1,1
135479,39,-1,-1
135571,11,1,1
135599,39,-1,-1
135671,31,1,1
135731,11,1,1
135799,39,-1,-1
135851,11,1,1
135859,19,-1,-1
135899,19,-1,-1
135911,31,1,1
135979,19,-1,-1
136099,19,-1,-1
136111,31,1,1
136139,19,-1,-1
136379,19,-1,-1
136399,39,-1,-1
136471,31,1,1
136511,31,1,1
136519,39,-1,-1
136559,39,-1,-1
136739,19,-1,-1
136751,31,1,1
136811,11,1,1
136859,19,-1,-1
136879,39,-1,-1
136979,19,-1,-1
136999,39,-1,-1
137119,39,-1,-1
137191,31,1,1
137219,19,-1,-1
137239,39,-1,-1
137279,39,-1,-1
137339,19,-1,-1
137399,39,-1,-1
137491,11,1,1
137519,39,-1,-1
137639,39,-1,-1
137699,19,-1,-1
137771,11,1,1
137831,31,1,1
137999,39,-1,-1
138059,19,-1,-1
138071,31,1,1
138079,39,-1,-1
138139,19,-1,-1
138179,19,-1,-1
138191,31,1,1
138239,39,-1,-1
138251,11,1,1
138311,31,1,1
138319,39,-1,-1
138371,11,1,1
138451,11,1,1
138511,31,1,1
138559,39,-1,-1
138599,39,-1,-1
138679,39,-1,-1
138731,11,1,1
138739,19,-1,-1
138899,19,-1,-1
138959,39,-1,-1
139079,39,-1,-1
139091,11,1,1
139199,39,-1,-1
139291,11,1,1
139439,39,-1,-1
139459,19,-1,-1
139511,31,1,1
139571,11,1,1
139619,19,-1,-1
139739,19,-1,-1
139759,39,-1,-1
139831,31,1,1
139999,39,-1,-1
140111,31,1,1
140159,39,-1,-1
140339,19,-1,-1
140351,31,1,1
140411,11,1,1
140419,19,-1,-1
140611,11,1,1
140639,39,-1,-1
140659,19,-1,-1
140759,39,-1,-1
140779,19,-1,-1
140831,31,1,1
140839,39,-1,-1
140891,11,1,1
140939,19,-1,-1
141079,39,-1,-1
141179,19,-1,-1
141199,39,-1,-1
141319,39,-1,-1
141359,39,-1,-1
141371,11,1,1
141439,39,-1,-1
141499,19,-1,-1
141539,19,-1,-1
141551,31,1,1
141619,19,-1,-1
141671,31,1,1
141719,39,-1,-1
141811,11,1,1
141851,11,1,1
141871,31,1,1
141959,39,-1,-1
141971,11,1,1
141991,31,1,1
142019,19,-1,-1
142031,31,1,1
142099,19,-1,-1
142111,31,1,1
142151,31,1,1
142159,39,-1,-1
142211,11,1,1
142231,31,1,1
142271,31,1,1
142319,39,-1,-1
142391,31,1,1
142559,39,-1,-1
142711,31,1,1
142759,39,-1,-1
142799,39,-1,-1
142811,11,1,1
142871,31,1,1
142979,19,-1,-1
143159,39,-1,-1
143419,19,-1,-1
143519,39,-1,-1
143551,31,1,1
143651,11,1,1
143699,19,-1,-1
143711,31,1,1
143719,39,-1,-1
143779,19,-1,-1
143791,31,1,1
143831,31,1,1
143879,39,-1,-1
143971,11,1,1
143999,39,-1,-1
144031,31,1,1
144139,19,-1,-1
144259,19,-1,-1
144299,19,-1,-1
144311,31,1,1
144379,19,-1,-1
144439,39,-1,-1
144451,11,1,1
144479,39,-1,-1
144539,19,-1,-1
144611,11,1,1
144659,19,-1,-1
144671,31,1,1
144731,11,1,1
144779,19,-1,-1
144791,31,1,1
144839,39,-1,-1
144899,19,-1,-1
144931,11,1,1
145031,31,1,1
145091,11,1,1
145139,19,-1,-1
145259,19,-1,-1
145391,31,1,1
145451,11,1,1
145459,19,-1,-1
145471,31,1,1
145511,31,1,1
145531,11,1,1
145759,39,-1,-1
145771,11,1,1
145799,39,-1,-1
145819,19,-1,-1
145931,11,1,1
145991,31,1,1
146011,11,1,1
146099,19,-1,-1
146191,31,1,1
146239,39,-1,-1
146291,11,1,1
146299,19,-1,-1
146519,39,-1,-1
146539,19,-1,-1
146639,39,-1,-1
146819,19,-1,-1
146891,11,1,1
147179,19,-1,-1
147299,19,-1,-1
147311,31,1,1
147319,39,-1,-1
147419,19,-1,-1
147451,11,1,1
147551,31,1,1
147671,31,1,1
147739,19,-1,-1
147779,19,-1,-1
147811,11,1,1
147859,19,-1,-1
147919,39,-1,-1
148079,39,-1,-1
148091,11,1,1
148139,19,-1,-1
148151,31,1,1
148199,39,-1,-1
148279,39,-1,-1
148331,11,1,1
148399,39,-1,-1
148411,11,1,1
148439,39,-1,-1
148471,31,1,1
148531,11,1,1
148579,19,-1,-1
148639,39,-1,-1
148691,11,1,1
148859,19,-1,-1
148931,11,1,1
148991,31,1,1
149011,11,1,1
149099,19,-1,-1
149111,31,1,1
149119,39,-1,-1
149159,39,-1,-1
149351,31,1,1
149371,11,1,1
149399,39,-1,-1
149411,11,1,1
149419,19,-1,-1
149459,19,-1,-1
149519,39,-1,-1
149531,11,1,1
149579,19,-1,-1
149711,31,1,1
149759,39,-1,-1
149771,11,1,1
149791,31,1,1
149839,39,-1,-1
149939,19,-1,-1
150131,11,1,1
150239,39,-1,-1
150299,19,-1,-1
150439,39,-1,-1
150551,31,1,1
150559,39,-1,-1
150611,11,1,1
150659,19,-1,-1
150779,19,-1,-1
150919,39,-1,-1
150959,39,-1,-1
150991,31,1,1
151091,11,1,1
151279,39,-1,-1
151339,19,-1,-1
151379,19,-1,-1
151391,31,1,1
151451,11,1,1
151499,19,-1,-1
151531,11,1,1
151579,19,-1,-1
151631,31,1,1
151651,11,1,1
151771,11,1,1
151799,39,-1,-1
151871,31,1,1
151939,19,-1,-1
152039,39,-1,-1
152111,31,1,1
152219,19,-1,-1
152231,31,1,1
152459,19,-1,-1
152519,39,-1,-1
152531,11,1,1
152599,39,-1,-1
152639,39,-1,-1
152671,31,1,1
152819,19,-1,-1
152851,11,1,1
152899,19,-1,-1
152939,19,-1,-1
152959,39,-1,-1
153059,19,-1,-1
153071,31,1,1
153151,31,1,1
153271,31,1,1
153359,39,-1,-1
153371,11,1,1
153379,19,-1,-1
153499,19,-1,-1
153511,31,1,1
153611,11,1,1
153719,39,-1,-1
153871,31,1,1
153991,31,1,1
154079,39,-1,-1
154159,39,-1,-1
154211,11,1,1
154291,11,1,1
154439,39,-1,-1
154459,19,-1,-1
154571,11,1,1
154579,19,-1,-1
154591,31,1,1
154619,19,-1,-1
154691,11,1,1
154799,39,-1,-1
154871,31,1,1
154991,31,1,1
155119,39,-1,-1
155171,11,1,1
155191,31,1,1
155219,19,-1,-1
155231,31,1,1
155251,11,1,1
155291,11,1,1
155299,19,-1,-1
155399,39,-1,-1
155539,19,-1,-1
155579,19,-1,-1
155599,39,-1,-1
155671,31,1,1
155699,19,-1,-1
155719,39,-1,-1
155731,11,1,1
156011,11,1,1
156019,19,-1,-1
156119,39,-1,-1
156131,11,1,1
156139,19,-1,-1
156151,31,1,1
156259,19,-1,-1
156371,11,1,1
156419,19,-1,-1
156491,11,1,1
156511,31,1,1
156539,19,-1,-1
156671,31,1,1
156691,11,1,1
156719,39,-1,-1
156899,19,-1,-1
157019,19,-1,-1
157051,11,1,1
157211,11,1,1
157219,19,-1,-1
157231,31,1,1
157259,19,-1,-1
157271,31,1,1
157279,39,-1,-1
157411,11,1,1
157519,39,-1,-1
157559,39,-1,-1
157571,11,1,1
157579,19,-1,-1
157639,39,-1,-1
157679,39,-1,-1
157739,19,-1,-1
157771,11,1,1
157799,39,-1,-1
157991,31,1,1
157999,39,-1,-1
158231,31,1,1
158351,31,1,1
158371,11,1,1
158419,19,-1,-1
158519,39,-1,-1
158551,31,1,1
158591,31,1,1
158699,19,-1,-1
158759,39,-1,-1
158771,11,1,1
158791,31,1,1
159059,19,-1,-1
159079,39,-1,-1
159119,39,-1,-1
159179,19,-1,-1
159199,39,-1,-1
159431,31,1,1
159499,19,-1,-1
159539,19,-1,-1
159631,31,1,1
159671,31,1,1
159739,19,-1,-1
159779,19,-1,-1
159791,31,1,1
159799,39,-1,-1
159839,39,-1,-1
159899,19,-1,-1
159911,31,1,1
159979,19,-1,-1
160019,19,-1,-1
160079,39,-1,-1
160159,39,-1,-1
160231,31,1,1
160319,39,-1,-1
160591,31,1,1
160619,19,-1,-1
160639,39,-1,-1
160651,11,1,1
160739,19,-1,-1
160751,31,1,1
160879,39,-1,-1
161039,39,-1,-1
161071,31,1,1
161159,39,-1,-1
161339,19,-1,-1
161411,11,1,1
161459,19,-1,-1
161471,31,1,1
161531,11,1,1
161591,31,1,1
161599,39,-1,-1
161639,39,-1,-1
161731,11,1,1
161771,11,1,1
161831,31,1,1
161839,39,-1,-1
161879,39,-1,-1
161911,31,1,1
161971,11,1,1
161999,39,-1,-1
162059,19,-1,-1
162079,39,-1,-1
162091,11,1,1
162119,39,-1,-1
162359,39,-1,-1
162419,19,-1,-1
162439,39,-1,-1
162499,19,-1,-1
162671,31,1,1
162739,19,-1,-1
162751,31,1,1
162791,31,1,1
162839,39,-1,-1
162971,11,1,1
163019,19,-1,-1
163151,31,1,1
163199,39,-1,-1
163211,11,1,1
163259,19,-1,-1
163411,11,1,1
163679,39,-1,-1
163771,11,1,1
163819,19,-1,-1
163859,19,-1,-1
163871,31,1,1
163979,19,-1,-1
164011,11,1,1
164039,39,-1,-1
164071,31,1,1
164239,39,-1,-1
164251,11,1,1
164279,39,-1,-1
164299,19,-1,-1
164371,11,1,1
164419,19,-1,-1
164471,31,1,1
164531,11,1,1
164831,31,1,1
164839,39,-1,-1
164999,39,-1,-1
165059,19,-1,-1
165211,11,1,1
165311,31,1,1
165479,39,-1,-1
165551,31,1,1
165559,39,-1,-1
165611,11,1,1
165719,39,-1,-1
165779,19,-1,-1
165931,11,1,1
166031,31,1,1
166099,19,-1,-1
166219,19,-1,-1
166259,19,-1,-1
166319,39,-1,-1
166351,31,1,1
166471,31,1,1
166571,11,1,1
166619,19,-1,-1
166631,31,1,1
166679,39,-1,-1
166739,19,-1,-1
166799,39,-1,-1
166919,39,-1,-1
166931,11,1,1
166979,19,-1,-1
167039,39,-1,-1
167159,39,-1,-1
167191,31,1,1
167339,19,-1,-1
167611,11,1,1
167711,31,1,1
167759,39,-1,-1
167771,11,1,1
167779,19,-1,-1
167879,39,-1,-1
167891,11,1,1
167899,19,-1,-1
167911,31,1,1
167971,11,1,1
168491,11,1,1
168499,19,-1,-1
168559,39,-1,-1
168599,39,-1,-1
168631,31,1,1
168719,39,-1,-1
168731,11,1,1
168851,11,1,1
168899,19,-1,-1
168991,31,1,1
169019,19,-1,-1
169079,39,-1,-1
